gene_id	mut_hf_R1	mut_hf_R2	mut_hf_R3	mut_nf_R1	mut_nf_R2	mut_nf_R3	wt_hf_R1	wt_hf_R2	wt_hf_R3	wt_nf_R1	wt_nf_R2	wt_nf_R3
ENSDARG00000041923	4	37.156	26	0	39	33	0	17	36.021	0	0	16.449
ENSDARG00000041925	539	660	262	863	479	743	202	241	280	134	193	615
ENSDARG00000041926	55	133	35	82	26	89	43	47	37	82	30	3
ENSDARG00000041944	40	132.037	109	18	19	29	79	147	38.1	37	21	63
ENSDARG00000041947	777.767	894.423	718.029	854.731	464.732	415.76	1172.808	1300.815	1010.223	439.726	423.924	782.08
ENSDARG00000041951	368	633	440	417	553	622	509	533	614	630	641	535
ENSDARG00000041952	2	44	8	4	0	36	21	30	42	19	19	39
ENSDARG00000041959	24	38	32	85	80	90	8	66	20	30	39	63
ENSDARG00000041960	106.771	169.829	89.607	151.969	84.915	49.127	172.16	117.566	198.553	7.503	123.768	250.177
ENSDARG00000041974	2983.005	3913.546	2876.039	2934.291	2830.074	1948.09	3082.583	4242.049	4376.995	2206.487	2931.493	3149.92
ENSDARG00000041976	0	19	0	25	0	23	0	14	5	0	0	20
ENSDARG00000041980	3	1	0	0	0	0	0	0	0	0	0	0
ENSDARG00000041982	0	22	0	0	0	30	44	5	15	0	0	0
ENSDARG00000041991	176.366	254.797	107.658	139.776	167.867	236.415	191.196	208.1	214.787	294.918	82.045	196.843
ENSDARG00000041998	8	0	0	0	0	26	0	1	0	48	0	0
ENSDARG00000042000	24	38	11	32	0	21	0	34	29	0	12	0
ENSDARG00000042004	643.03	1250.397	695.47	682.234	320.086	611.073	770.666	895.65	1124.656	396.515	374.005	619.711
ENSDARG00000042005	250	511	434	488	286	278	465	593	527	493	409	480
ENSDARG00000042010	616	1169	640	1125	820	542	620	664	802	705	510	497
ENSDARG00000042014	377	508	394	899	496	489	328	198	538	265	536	477
ENSDARG00000042018	30	47	69	16	56	3	89	54	20	0	28	77
ENSDARG00000042021	69	140	142.267	132	230.419	178.652	90.077	154	148.168	36	105	111
ENSDARG00000042025	186	419	205	128	176	102	287	243	271	111	248	130
ENSDARG00000042027	54.752	61.125	80	168.639	15.004	28.011	26.502	82.401	98.021	48.001	18.001	107.531
ENSDARG00000042030	1090	1447	1283	1356	784	1083	1314	1527	1590	1196	950	1212
ENSDARG00000042031	164	67	108	157	54	60	158	64	110	103	33	156
ENSDARG00000042032	461	1014.001	558.999	972	554	283	497	710.999	902	534	566	704.999
ENSDARG00000042033	0	0	0	0	0	0	0	0	0	0	30	0
ENSDARG00000042041	58	287	156	52	25	48	85	74	130	0	42	81
ENSDARG00000042045	962.609	1390.812	1136.889	759.925	804.034	824.1	964.921	1303.903	1324.284	782.924	818.332	889.71
ENSDARG00000042054	43	132	99	86	22	0	3	150	126	21	52	129
ENSDARG00000042055	28	56	19	70	52	71	111	42	61	0	22	69
ENSDARG00000042056	1363.355	2216.981	1861.988	1126.714	1302.009	1292.376	1516.146	1528.096	1853.418	1191.237	1435.326	1710.582
ENSDARG00000042057	109	287	285	476	429	160	286	167	250	88	95	285
ENSDARG00000042063	134.723	288.396	116.627	174.071	293.337	358.336	258.179	202.991	272.315	238.093	181.536	145.539
ENSDARG00000042065	12	16.56	0	66.723	0	0	15	78.385	35.91	0	0	41.533
ENSDARG00000042069	360.02	804.344	879.703	329	254	207	461	1090.001	857.012	330	360.005	446.059
ENSDARG00000042072	364.104	363.993	285.064	391.455	240.895	239.095	244.203	293.096	360.098	111.616	77.272	234.167
ENSDARG00000042087	667	971	885	769	640	586	806	787	930	527	508	763
ENSDARG00000042090	77.331	21.17	18.701	142.68	0	0	2.835	0	38.606	0	0	0
ENSDARG00000042091	3658	5398.999	4315	4019	4040	3376	3629	5135.001	5717	3247	3912	5617.999
ENSDARG00000042094	37	94.294	79	87.278	150	85	0	72.615	50.112	42	1	21.508
ENSDARG00000042106	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000042107	1180	2208	1684	948	870	962	2083	1723	2103	910	1124	1097
ENSDARG00000042112	49	107	98	77	51	36	127	139	120	93	41	72
ENSDARG00000042114	12	60	43	14	0	10	12	5	32	0	0	0
ENSDARG00000042115	41	61	39	0	17	7	26	44	52	0	0	19
ENSDARG00000042116	125	297	144	164	135	19	144	164	238	121	101	172
ENSDARG00000042120	580	621	636	547	152	389	336	612	677	454	512	469
ENSDARG00000042122	71.282	161.999	80	144.562	38	34	85	76	162.015	21	89	158.894
ENSDARG00000042123	13	14	0	0	0	0	0	7	37	0	1	11
ENSDARG00000042124	137	149	133	163	96	56	97	174	210	97	141	87
ENSDARG00000042126	0	20	16	30	3	46	0	0	38	42	22	0
ENSDARG00000042128	572	802	670	609	786	588	713	691	902	373	672	856
ENSDARG00000042129	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000042130	0	11	25	29	0	27	15	6	6	0	5	24
ENSDARG00000042133	147	269	161	206	464	384	86	199	341	301	209	196
ENSDARG00000042138	0	1	0	0	0	0	0	0	0	0	0	8
ENSDARG00000042139	59	104	34	95	30	56	0	63	80	11	95	100
ENSDARG00000042141	51	137	68	141	48	83	132	157	74	13	104	155
ENSDARG00000042145	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000042147	995	1577	1183	1193	465	695	1267	1312	1535	814	611	911
ENSDARG00000042151	1253	1918	1630	1279	1085	881	1397	1797	1745	817	883	943
ENSDARG00000042157	0	12	0	0	0	0	0	0	5	14	29	0
ENSDARG00000042159	0	75	22	8	39	40	37	45	83	0	50	14
ENSDARG00000042172	33	56	21	66	0	43	16	27	49	0	0	73
ENSDARG00000042180	0	8	2	0	15	0	14	10	5	0	0	0
ENSDARG00000042182	0	53	25	0	0	55	16	34	26	44	69	10
ENSDARG00000042186	71	73	96	75	25	90	131	110	122	168	77	113
ENSDARG00000042187	3200	4964	3874	4884	3404	3551	3854	4449	4761	3368	3571	4963
ENSDARG00000042188	0	30	29	1	54	49	21	13	22	0	26	40
ENSDARG00000042189	0	0	0	20	0	0	0	0	0	0	21	0
ENSDARG00000042210	10	39	5	0	0	0	0	0	0	0	12	0
ENSDARG00000042213	29	100	147	83	65	60	89	144	100	117	144	38
ENSDARG00000042214	43	53	22	32	54	48	33	13	33	0	42	77
ENSDARG00000042215	2	0	0	0	0	0	0	5	6	0	0	0
ENSDARG00000042221	14	50	4	13	15	0	0	18	15	0	6	37.001
ENSDARG00000042231	0	0	14	0	0	0	0	0	0	0	0	0
ENSDARG00000042232	3	89	24	28	0	0	42	35	20	0	0	39
ENSDARG00000042233	9	6	2	26	35	0	24	11	2	0	40	19
ENSDARG00000042236	3359.292	5541	3711	2652	3034	2112	3780	4982	5845.001	2866	2703	3477
ENSDARG00000042245	74	335	136	404	216	233	185	252	344	297	133	205
ENSDARG00000042249	81	110	73	71	54	38	98	61	69	0	43	58
ENSDARG00000042252	1792.999	2990.999	2236	2153	1633.999	1663	2042	2849	2973.999	1302	1855	2271
ENSDARG00000042259	0	22	6	23	0	38	8	4	33	0	0	5
ENSDARG00000042261	135.003	234	179	305	304	241	83.001	175	205	86	149	271
ENSDARG00000042270	71	70	42	18	35	49	29	48	67	42	42	95
ENSDARG00000042272	218	195	112	98	64	226	319	169	171	68	154	146
ENSDARG00000042277	72	81	30	0	45	46	7	39	28	0	0	32
ENSDARG00000042282	298	724	605	465	448	239	443	478	480	378	483	671
ENSDARG00000042285	503.002	657.012	569.047	344.813	250.001	600.002	724.007	750.197	843.006	618.306	681	612
ENSDARG00000042291	274	421	392	303	353	121	127	442	405	79	360	357
ENSDARG00000042293	32	14	2	50	19	34	49	30	88	0	5	9
ENSDARG00000042296	328	631	516	389	231	383	325	460	455	322	249	338
ENSDARG00000042308	43	97	145	25	139	95	85	70	108	0	2	52
ENSDARG00000042319	3631	4583	3643.999	3417	2929	2321	4447	4997	5568.001	2074	2437	3298
ENSDARG00000042322	806.706	1221.369	930.941	1053	1193.791	627.46	825.051	1132.793	1284.552	724.483	776.838	1122.731
ENSDARG00000042329	162	469	318	137	249	321	192	233	345	194	64	253
ENSDARG00000042332	11	105	66	36	0	0	96	106	89	18	0	21
ENSDARG00000042336	1527	2436	1952	2049	1594	1872	2017	2658	2807	1278	1294.001	1415
ENSDARG00000042337	309	416	233	277	142	169	329	400	625	156	168	318
ENSDARG00000042338	81.484	176.519	54.383	122.298	187.291	105.895	126	43.291	244.374	7	98	38
ENSDARG00000042341	106	173	224	149	271	127	245	217	278	73	119	158
ENSDARG00000042344	35	15	42	0	38	0	34	45	64	20	0	35
ENSDARG00000042345	107	143	165	94	97	98	45	191	135	142	53	13
ENSDARG00000042350	0	0	0	0	0	0	0	0	22	0	0	0
ENSDARG00000042357	235	305	129	216	214	190	260	143	236	380	186	179
ENSDARG00000042368	479.842	817.079	620.797	746.001	642.902	286.107	749.41	799.912	904.905	456.937	511.621	492.567
ENSDARG00000042370	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000042379	4	29	15	0	0	20	0	3	0	0	0	9
ENSDARG00000042383	101	273	293	102	62	146	176	119	235	30	91	47
ENSDARG00000042387	355	847	748	861	555	397	642	525	672	301	516	731
ENSDARG00000042390	13	62	88	0	0	0	73	22	73	26	0	50
ENSDARG00000042396	65.283	68.8	13.23	194.247	90.209	74.213	34.375	42.621	82.298	23	13.025	10.48
ENSDARG00000042401	948.867	1306.893	813.951	689.316	502.109	573.196	800.024	1056.95	1300.198	741.137	797.257	677.144
ENSDARG00000042409	64	196	107	127	41	114	82	29	59	18	5	22
ENSDARG00000042410	1313	2315	1345	2123	1583	1610	1710	1983	2211	1379	1456	1737
ENSDARG00000042418	720.691	1278.965	915.064	1261.892	800.998	974.822	932.86	1115.765	1205.589	978.749	849.836	1201.685
ENSDARG00000042428	73	155	54	54	63	58	102	135	104	118	106	86
ENSDARG00000042440	144	118	151	81	192	54	149	106	237	139	163	211
ENSDARG00000042452	36.224	15	15.036	18.154	54.185	50.227	26.234	16.814	118.931	0	16.211	74.005
ENSDARG00000042456	184	283	180	203	149	120	208	137	333	89	172	159
ENSDARG00000042458	256.001	511.006	403.092	548	386	405	512.031	360	476.026	292.044	333.001	657
ENSDARG00000042467	881	1540	1236	1093	788	542	965	1142	1588	704	681	819
ENSDARG00000042469	615	1182	935	707	584	410	845	1132	1061	439	754	642
ENSDARG00000042470	12	0	27	0	0	30	0	0	0	0	36	21
ENSDARG00000042477	555	1092	918	953	964.012	589	1153	1152	1147	452	851	939.966
ENSDARG00000042484	3995.583	5829.433	4584.557	5478.177	4133.923	3984.29	5288.438	5123.458	6499.765	3949.332	3688.552	4684.239
ENSDARG00000042485	20	40	9	0	0	42	31	9	33	0	15	36
ENSDARG00000042489	200	340	314	199	172	201	364	440	537	154	294	284
ENSDARG00000042492	27	45	30	14	0	38	2	20	20	0	18	1
ENSDARG00000042496	28	33	27	0	0	27	0	27	31	0	19	44
ENSDARG00000042508	928.967	985.603	607.333	1697.565	893.429	794.674	808.442	1246.049	835.183	742.194	634.349	786.278
ENSDARG00000042509	105	161	98	83	70	37	73	122	230	0	45	87
ENSDARG00000042510	0	17	30	0	0	13	0	7	18	0	1	0
ENSDARG00000042513	0	8	0	0	0	0	0	5	10	0	0	0
ENSDARG00000042515	154	313	265	194	273	267	229	291	263	133	148	266
ENSDARG00000042518	69	96	86	71	72	66	97	48	74	50	12	34
ENSDARG00000042520	279	499	458	284	96	377	232	454	394	77	367	416
ENSDARG00000042521	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000042522	776	977	840	590	808	522	669	830	951	510	655	817
ENSDARG00000042525	364.285	479.176	235.827	401.762	144.009	473.135	198	480.427	601.407	226.031	249.761	543.17
ENSDARG00000042526	137.779	258.647	202.206	119.193	158.736	119.302	147.58	336.416	422.974	18.242	107.671	158.099
ENSDARG00000042527	19	95	133	41	0	41	71	99	88	45	93	35
ENSDARG00000042529	50478	66397	51612	34677	28020	30256	57982	71867	72790	34600	32045	42718
ENSDARG00000042530	792	1562	1083	1713	836	998	1198	1093	1453	676	886	1400
ENSDARG00000042533	640.986	800.986	466.979	614.211	752.352	815.994	475.992	761	701.655	836.389	621.086	734.28
ENSDARG00000042534	8813	13237	10649.999	11027.999	7898	9631	11008	11452	12417	9535	8699	10048
ENSDARG00000042535	100.218	148.9	93.238	16.911	356.879	126.215	209.59	171.535	256.257	235.52	121.928	145.215
ENSDARG00000042536	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000042539	6853	8994	7704	5717	5618	5051	7441	9685	9974	4393	6100	6585
ENSDARG00000042544	0	1.647	22.214	0	0	0	0	0	4.995	0	0	22.468
ENSDARG00000042545	0	31	13	0	16	0	0	9	29	56	0	0
ENSDARG00000042548	226	368	236	293	113	164	248	314	379	221	199	199
ENSDARG00000042551	1425	1594	1288	1310	1199	919	1212	1378	1879	866	1453	1332
ENSDARG00000042552	0	25	4	0	35	22	70	55	48	0	0	7
ENSDARG00000042553	173	237	316	320	189	182	163	200	183	321	84	190
ENSDARG00000042555	97	159	102	31	139	64	64	65	91	66	58	66
ENSDARG00000042557	1048	1677	1396	868	638	647	1476	1755	1872	834	1020	1078
ENSDARG00000042559	27	65	35	48	40	94	41	84	63	21	0	61
ENSDARG00000042561	2.003	19.531	0	33.009	21.036	0	10.04	0	18.558	0	0	0
ENSDARG00000042562	10	9	30	71	0	41	0	23	11	0	1	41
ENSDARG00000042563	95.808	70	35.312	102	28	139	71.67	92	102	104	27	74
ENSDARG00000042566	25421	49795	34972	41675	31551	36093	30948	36237	44487	27437	30834	38543
ENSDARG00000042571	364	686.999	471	442	413	412	398	418	653	296	312	390
ENSDARG00000042577	7	32	1	21	0	18	29	0	0	0	15	0
ENSDARG00000042590	274	439	180	541	265	395	321	372	368	418	316	426
ENSDARG00000042608	104	171	148	334	163	106	7	108	257	39	287	224
ENSDARG00000042613	125	88.643	27	127.156	32.332	67	63	79.569	51.441	31	17	57
ENSDARG00000042616	16	72.083	34	95	55.002	3	29	43	57.88	0	40.978	7
ENSDARG00000042620	472.999	722	330	703	380	317	484.001	708	643	402	511	629
ENSDARG00000042621	21	33	19	61	18	89	80	17	28	22	7	77
ENSDARG00000042623	1306	1551	1069	1147	1281	880	1200	1683	1776.984	796	970	1450
ENSDARG00000042627	286	599	601	368	374	315	553	529	585	132	138	361
ENSDARG00000042630	228	279	145	378	411	239	145	243	236	316	306	643
ENSDARG00000042637	173.083	313.059	205.714	337.483	137.368	351.602	165.687	219.074	352.595	280.714	334.744	475.478
ENSDARG00000042641	400.475	322.304	294.751	428.219	149.962	174.444	345.844	558.417	461.251	127.753	190.181	335.222
ENSDARG00000042642	3255	5010	3797	5069	4274	3396	3491	4215	4150	3582	3671	5601
ENSDARG00000042643	0	0	0	0	0	0	0	0	0	0	19	0
ENSDARG00000042644	1170.001	2267	1859	1633	1016	1203	1614	2004	2088	1161	1553	1742
ENSDARG00000042646	1495	2685	2098	2638	1748	1878	1778.001	2299.488	2236	1071	1504	1521
ENSDARG00000042652	108	211	87	55	189	93	202	126	133	154	38	194
ENSDARG00000042656	178.264	257.922	89.518	114.521	102	140.483	124.338	209.618	203.062	194.005	144.999	281.668
ENSDARG00000042658	243	309	287	248	131	179	600	457	499	444	268	432
ENSDARG00000042659	110	175	138	129	13	53	324	190	177	2	49	203
ENSDARG00000042660	763	1534	867	1385	668	726	640	934	1229	827	722	1164
ENSDARG00000042661	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000042663	0	23	0	0	0	0	0	0	0	0	0	14
ENSDARG00000042667	3553.752	379.532	2518.968	848.015	5457.953	792.338	2364.814	3746.28	1683.09	945.242	1798.949	1344.622
ENSDARG00000042670	640	823	667	336	153	519	816	738	911	259	338	376
ENSDARG00000042671	233	208	150	407	68	130	200	271	242	207	172	196
ENSDARG00000042677	44.001	27	13.116	37.207	16	20.003	0	33.517	23.994	0	0	37
ENSDARG00000042683	70	3	15	0	0	38	10	43	37	0	18	6
ENSDARG00000042684	237	158	136	205	72	23	107	438	205	268	119	170
ENSDARG00000042688	19.817	49.783	24	33.849	33.751	35.227	19.1	48.793	53.445	0	25.852	40.774
ENSDARG00000042689	0	16	9	0	0	1	0	7	37	0	10	0
ENSDARG00000042690	2458	3841	2303	2241	2798	1647	2403	3227	3793	1372	2771	2840
ENSDARG00000042698	0	0	0	0	0	0	0	0	1	0	0	0
ENSDARG00000042703	495.675	668.465	461.272	406.699	507.921	211.679	422.603	545.728	848.897	0	242.948	358.786
ENSDARG00000042707	18.011	46.94	15.958	50.039	62.24	21.014	18.019	67.167	33.358	0	29.566	78.014
ENSDARG00000042708	1209	1879	1245	1225	824	985	1295	1702	2166	840	637	1210
ENSDARG00000042717	648	907	530	459	473	382	686	663	724	575	553	628
ENSDARG00000042722	86.759	180.855	79.662	151.314	79.385	54.987	69.683	126.314	112.459	91.802	69.202	128.869
ENSDARG00000042723	5	8	0	0	26	4	0	33	0	22	19	0
ENSDARG00000042724	4322.497	5770.931	4852.8	5835.029	4774.21	4426.514	3617	5188.93	5092.449	4724.651	4872.865	6551.126
ENSDARG00000042725	115	299	270	303	125	230	200	303	414	152	152	165
ENSDARG00000042726	6	0	14	32	0	0	0	5	0	0	0	0
ENSDARG00000042727	178	204	124	98	74	145	96	166	157	162	96	128
ENSDARG00000042728	278	547	407	308	442	393	519	432	681	280	374	400
ENSDARG00000042732	339.251	283.628	153.842	338.327	361.219	230.985	145.15	441.476	219.97	153.068	258.414	254.249
ENSDARG00000042737	124.55	116.945	70.923	158.796	77.254	15.06	93.302	95.443	90.157	12.123	42.148	117.404
ENSDARG00000042742	1484.087	2148.307	1378.683	1497.22	1477.469	1036.279	1975.513	2155.868	2314.883	1124.908	1088.27	1443.656
ENSDARG00000042747	306	542	442	356	700	567	467	491	527	414	506	613
ENSDARG00000042751	528	881	768	700	350	594	608	829	779	355	674	709
ENSDARG00000042752	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000042753	65	101.715	66	90	45	22	171	101	190	8	64	42
ENSDARG00000042759	77	122	67	198	31	110	113	89	99	38	65	64
ENSDARG00000042777	926.085	1483.035	1353.054	1430.894	674.91	853.111	1198.099	1215.707	1664.85	913.738	583.974	952.269
ENSDARG00000042780	51	120	40	71	65	73	76	127	145	36	56	136
ENSDARG00000042784	0	7	24	20	16	0	0	47	23	0	0	0
ENSDARG00000042791	106.196	197.085	151.429	29.506	111.952	107.572	172.742	193.54	228.078	88.164	77.056	178.679
ENSDARG00000042793	85	986	803	523	734	1193	110	505	246	670	257	766
ENSDARG00000042796	1798.258	3804.391	2846.274	2934.161	3087.301	2832.203	2229.934	3169.243	3076.41	3008.899	3155.623	3627.631
ENSDARG00000042799	585	729	577	405	386	305	522	857	661	423	360	442
ENSDARG00000042807	202	385	408	258	409	218	396	297	303	360	189	308
ENSDARG00000042810	0	1	0	0	2	0	1.013	11	8	26	0	0
ENSDARG00000042811	67.745	132.886	108.829	60.512	29.644	73.645	107.58	42.559	170.605	30.415	52.414	50.901
ENSDARG00000042815	76	77	155	82	65	45	70	120	190	58	132	95
ENSDARG00000042816	77	50	64	25	54	26	45	74	44	53	20	60
ENSDARG00000042821	11	68	33	29	18	31	46	72	52	0	36	10
ENSDARG00000042823	64	143	135	16	101	42	86	171	230	124	64	35
ENSDARG00000042824	412.491	429.442	255.456	236.735	435.74	240.646	358.38	344.599	444.825	346.919	252.185	296.442
ENSDARG00000042825	223.033	309	256	135	281	102	159	337.108	278	203	178	176.001
ENSDARG00000042826	153	142	81	180	140	61	160	166	147	41	167	107
ENSDARG00000042827	426	566	378	647	287	260	239	430	371	332	352	373
ENSDARG00000042829	37	21	24	85	0	23	0	51	12	72	0	35
ENSDARG00000042833	27	157	29	0	19	2	0	56	73	0	49	41
ENSDARG00000042835	907	1506.775	1405	1282	848	986	823	1449	1272	860	543	1055.001
ENSDARG00000042837	6297	12399	7645	8605	6056	6992	7529	9632	10324	6960	6906	8567
ENSDARG00000042839	96	173	190	203	70	119.854	111	152	251	98	118	169
ENSDARG00000042840	3829.299	4837.581	3631.839	5173.636	4363.527	3494.183	3871.623	3814.093	4771.923	3559.308	4376.712	4962.74
ENSDARG00000042845	909	1055	1120	648	447	619	714	963	723	570	767	663
ENSDARG00000042846	1168	1885	1589	1378	959	1001	1337	1319	1758	507	862	1410
ENSDARG00000042848	518	429	361	245	249	245	399	438	333.999	173	198	218.999
ENSDARG00000042850	62	77	81	82	5	75	86	24	56	58	55	94
ENSDARG00000042851	384	641	636	706	274	510	367	704	676	470	678	801
ENSDARG00000042853	996	1698	1262	1419	943	1264	1318	1452	1860	1234	1611	1662
ENSDARG00000042854	148	119	119	119	142	128	201	154	184	153	126	115
ENSDARG00000042856	92	80	50	61	146	123	115	82	115	47	47	128
ENSDARG00000042857	0	6	0	0	0	0	0	3	0	0	0	44
ENSDARG00000042859	6	14	16	0	0	0	0	19	3	0	0	12
ENSDARG00000042861	103	151	70	55	30	81	77	91	156	0	55	43
ENSDARG00000042864	436	694	495	653	697	645	496	705	794	529	673	752
ENSDARG00000042866	11	16	4	21	38	33	0	0	14	0	0	0
ENSDARG00000042872	345	916	696	137	179	171	609	496	679	411	133	241
ENSDARG00000042873	16	20	12	24	0	0	43	3	10	55	0	0
ENSDARG00000042874	113	169	165	62	97	107	100	198	91	49	82	95
ENSDARG00000042876	175	166	255	176	112	84	135	296	318	228	100	173
ENSDARG00000042877	648	1031	817	987	756	968	1109	801	1001	685	915	955
ENSDARG00000042880	253.134	484.456	131.981	338.651	144.089	204.247	403.046	210.906	343.187	34.184	179.075	247.629
ENSDARG00000042881	185	299	252	214	84	181	223	209	295	190	139	155
ENSDARG00000042887	198	412	313	150	73	141	277	212	238	167	77	135
ENSDARG00000042892	927	1464	690	921	919	819	1632	1152	1024	1068	1145	1225
ENSDARG00000042894	98	105	55	56	72	84	48	90	103	15	33	34
ENSDARG00000042899	64	69	76	31	71	63	35	92	45	128	17	98
ENSDARG00000042900	235.78	281.154	229.839	129.321	122.759	89.667	231.902	102.956	212.102	107.9	232.646	162.429
ENSDARG00000042902	142	179	49	112	134	53	99	205	255	21	103	63
ENSDARG00000042904	627	1783	972	420	445	658	1033	1085	1251	312	630	817
ENSDARG00000042905	24274	42389.001	32486	38889	27974	36667	28527	35543	41416	28830	30646	37802.001
ENSDARG00000042908	18	24	50	0	32	2	86	14	40	1	0	16
ENSDARG00000042920	18.661	10.004	19.018	28.365	8.001	17.02	18.031	0	23	0	0	0
ENSDARG00000042922	43	88	60	0	57	25	0	43	61	0	0	10
ENSDARG00000042925	32	40	21	20	79	13	11	25	19	63	54	11
ENSDARG00000042927	156	164	33.726	60.013	40.189	81	135	122.597	128.249	102.638	30	99.792
ENSDARG00000042929	211	369	229	55	142	99	445	306	377	219	104	312
ENSDARG00000042933	1407	2377	1853	1518	1562	1205	1818	1610	1935	1012	1349	1327
ENSDARG00000042934	615	1061	574	732	1005	695	856	521	881	606	754	730
ENSDARG00000042936	19	25	23	89	23	9	25	29	50	0	93	46
ENSDARG00000042937	40	66	54	57	53	64	39	80	81	0	20	14
ENSDARG00000042940	306	518	340	320	306	137	108	349	395	210	363	552
ENSDARG00000042946	1484.999	1570.243	1417	1410.757	1621	928.631	1632	2040.631	2001.909	1079.88	1349.995	1716
ENSDARG00000042947	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000042948	193	205	229	156	50	90	137	200	187	86	228	130
ENSDARG00000042953	113	139	181	311	112	305	209	230	183	70	114	109
ENSDARG00000042954	81.167	85.87	71.221	43.753	1.646	82.53	43.336	113.305	95.713	1.154	12.055	61.863
ENSDARG00000042956	187	374	129	314	470	169	243	249	360	165	201	306
ENSDARG00000042961	903	1162	691	719	585	757	770	1060	1539	728	888	1200
ENSDARG00000042962	2575.204	2200.722	1402.923	1982.882	2239.797	1008.206	2321	2842.05	2572.544	1287	2319.7	2632.106
ENSDARG00000042969	3467	4475	3625	3396	2008	2047	3463	4587	5141.805	2074	2673	3679
ENSDARG00000042970	145	382	287	435	254	188	162	226	212	115	272	305
ENSDARG00000042972	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000042975	301	464	243	157	202	233	211	305	492	180	190	314
ENSDARG00000042977	1018	2220	1936	1214	1201	953	1118	1607	1897	823	1037	1533
ENSDARG00000042978	367.222	431.94	369.618	567.599	405.919	305.633	391.909	365.048	393.781	263.603	289.094	461.406
ENSDARG00000042980	247.301	365.217	320.489	386.676	479.996	308.077	219.104	241.812	302.896	205.094	306.817	286.157
ENSDARG00000042982	17.707	20.843	11.283	0	2.401	82.091	15.816	0	21.342	0	0	0
ENSDARG00000042983	21	5	0	16	0	0	0	9	5	0	0	9
ENSDARG00000042984	18	37	15	15	1	0	26	15	16	0	0	43
ENSDARG00000042988	9946.23	13055.651	10603.654	11392.507	10594.069	8675.908	9105.533	11143.317	11286.265	7844.375	10492.021	14960.595
ENSDARG00000042989	487	708	474	347	287	347	633	825.658	775.997	352	463	541.497
ENSDARG00000042990	401.176	671.471	227.095	500.241	318.788	423.079	527.944	522.72	803.068	452.412	353.685	603.113
ENSDARG00000042992	5	2.132	0	0	28.044	0	0	0	0	0	0	0
ENSDARG00000042993	965	2785	2144	3292	3848	3191	1523	2808	1757	2358	1542	2190
ENSDARG00000042995	304	383	354	554	317	434	196	347	367	198	426	290
